id,name,state,city,latitude,longitude,license_type,address,rating,reviews_count,zip_code,web_url,retailer_services,phone,email,website,adult_use_cultivation,adult_use_nonstorefront,adult_use_retail,distributor,medical_cultivation,medical_nonstorefront,medical_retail,microbusiness,date_scraped
30226,Kine2b,CA,Fairfax,37.987406,-122.59047,medical,,4.33333333333333,6,94930,https://weedmaps.com/deliveries/kine2b,delivery,415-505-7066,kine2bmarin@gmail.com,www.kine2b.com,,,,,,,,,2019-03
47963,Golden State Canna,CA,Corte Madera,37.92609,-122.530125,hybrid,,5.0,18,94925,https://weedmaps.com/deliveries/golden-state-canna-16,delivery,8312018108,GoldenStateCann@Gmail.Com,,,A9-18-0000047-TEMP,,,,A9-18-0000053-TEMP,,,2019-03
47966,Golden State Canna,CA,Mill Valley,37.905442,-122.5477,hybrid,,5.0,16,94941,https://weedmaps.com/deliveries/golden-state-canna-17,delivery,8312018108,GoldenStateCann@Gmail.Com,,,A9-18-0000047-TEMP,,,,A9-18-0000053-TEMP,,,2019-03
44320,Firefly Marin,CA,Novato,38.0673,-122.542615,medical,,5.0,4,94949,https://weedmaps.com/deliveries/firefly-marin-3,delivery,415-785-7377,info@fireflymarin.com,fireflymarin.com,,,,,,,,,2019-03
47215,Moonflower,CA,Marin,37.945585,-122.507492,medical,,5.0,4,94903,https://weedmaps.com/deliveries/moonflower,delivery,(707) 760-9566,info@moonflowerdelivery.com,www.moonflowerdelivery.com,,,,,,C9-18-0000070-Temp,,,2019-03
23773,Kind Courier,CA,Mill Valley,37.890587,-122.512093,hybrid,,5.0,2,94941,https://weedmaps.com/deliveries/kind-courier-3,delivery,8444735463,mac@kindcourier.com,www.kindcourier.com,,a9-18-0000045-temp,,,,,,,2019-03
24649,Budee,CA,San Rafeal,37.953494,-122.54017,hybrid,,2.66666666666667,15,94904,https://weedmaps.com/deliveries/budee-42,delivery,925-953-2850,contact@budee.org,www.budee.org,,A9-18-0000075-TEMP,,,,A9-18-0000075-TEMP,,,2019-03
24650,Budee,CA,Mill Valley,37.888532,-122.53006,hybrid,,2.62222222222222,9,94941,https://weedmaps.com/deliveries/budee-43,delivery,925-953-2850,contact@budee.org,www.budee.org,,A9-18-0000075-TEMP,,,,A9-18-0000075-TEMP,,,2019-03
48892,Higher Collections,California,San Rafael,38.006492,-122.545977,medical,,0.0001,0,94903,https://weedmaps.com/deliveries/higher-collections,delivery,415-654-6372,erica.boggio@gmail.com,,,,,,,,,,2019-03
45624,ganjarunner,CA,San Rafael,37.966301,-122.522003,hybrid,,0.0,0,94901,https://weedmaps.com/deliveries/ganjarunner-19,delivery,855-554-2652,contact@ganjarunner.com,ganjarunner.com/,,A9-18-0000090-TEMP,,,,,,,2019-03
15979,Green Remedy,CA,Richmond,37.978549,-122.331063,hybrid,2928 Unit C Hilltop Mall Rd,4.3604743083004,253,94806,https://weedmaps.com/dispensaries/green-remedy,storefront,(510) 758-7898,info@greenremedycollective.com,,,,C10-18-0000064-TEMP,,,,C10-18-0000064-TEMP,,2019-03
28251,Cali Xpress,CA,Berkeley,37.874892,-122.261735,hybrid,,4.16148148148148,135,94701,https://weedmaps.com/deliveries/cali-xpress,delivery,415-295-6999,99oz@calixpress.org,www.calixpress.com,,C9-18-0000026-TEMP,,,,C9-18-0000026-TEMP,,,2019-03
34459,MCPG Happy Herbs Delivery Service - Richmond / Hercules / Rodeo,CA,Rodeo,38.027192,-122.265652,hybrid,,3.42666666666667,15,94572,https://weedmaps.com/deliveries/mcpg-happy-herbs-delivery-service-3,delivery,707 567-1790,mcpgmembership@gmail.com,,,,c10-0000002-lic,,,,c10-0000002-lic,,2019-03
19618,7 Stars Holistic Healing Center,CA,Richmond,37.899507,-122.309287,hybrid,3223 Pierce St.,3.64274809160305,131,94804,https://weedmaps.com/dispensaries/7-stars-hhc,storefront,510-527-7827,info@7starsHHC.com,www.7starshhc.com/,,,A10-18-0000345-TEMP,,,,M10-18-0000395-TEMP,,2019-03
20208,Fly Fast Delivery - Richmond,CA,Richmond,37.964331,-122.318325,medical,,4.70606060606061,198,94841,https://weedmaps.com/deliveries/fly-fast-delivery,delivery,(510) 776-2965,flyfast2017@gmail.com,www.flyfastfam.com,,,,,,,,,2019-03
47914,FLYT Delivery - Berkeley,CA,Berkeley,37.866911,-122.25884,hybrid,,5.0,11,94704,https://weedmaps.com/deliveries/flyt-berkeley,delivery,(415) 407-2593,info@flytdelivery.com,www.flytdelivery.com,,C9-18-0000092-TEMP,,,,C9-18-0000092-TEMP,,,2019-03
57685,East Bay Therapeutics,CA,Emeryville,37.838307,-122.290292,hybrid,5745 Peladeau Street,4.91760299625468,267,94608,https://weedmaps.com/dispensaries/east-bay-therapeutic,storefront,(510) 925-1266,info@eastbaytherapeutics.com,www.eastbaytherapeutics.com,,,A10-0000368,,,,M10-0000420,,2019-03
54343,One Plant,CA,El Sobrante,37.965296,-122.31428,medical,3823 San Pablo Dam Rd,4.3,10,94803,https://weedmaps.com/dispensaries/one-plant,storefront,510-758-3269,oneoplantdispensary@gmail.com,www.oneplant.life,,,,,,,,,2019-03
42301,Mountain Remedy,CA,Berkeley,37.862215,-122.281112,hybrid,,5.0,10,94704,https://weedmaps.com/deliveries/mountain-remedy-4e1f9dab-08b9-4de3-a9b6-40de5d3c536e,delivery,(925) 420-4215,info@mountainremedy.com,www.mountainremedy.com,,A9-18-0000030-TEMP,,,,M9-18-0000042-TEMP,,,2019-03
762,Patient's Care Collective-Berkeley,CA,Berkeley,37.863444,-122.259007,hybrid,2590 Telegraph Ave,4.17416267942584,209,94704,https://weedmaps.com/dispensaries/berkeley-pcc,storefront,(510) 540-7878,pcccrew@gmail.com,berkeleypatientscare.com,,,,,,,,C12-18-0000041-TEMP,2019-03
39836,GRO,CA,Emeryville,37.849636,-122.292346,hybrid,,5.0,17,94608,https://weedmaps.com/deliveries/gro,delivery,510-631-1644,hello@gro.life,www.gro.life,,,,,,,,A12-18-0000032-TEMP,2019-03
42271,Green On The Go,CA,Berkeley,37.867517,-122.282116,recreational,,4.83333333333333,12,94704,https://weedmaps.com/deliveries/green-on-the-go-berkeley,delivery,(510) 747-2283,greenonthego7@gmail.com,www.greenonthego7.com,,,C9-18-0000025-TEMP,,,,,,2019-03
51921,Holistic Healing Collective,CA,Richmond,37.99026,-122.335625,hybrid,15501 San Pablo Ave,3.76507936507937,63,94806,https://weedmaps.com/dispensaries/holistic-healing-collective-2-2,storefront,510-275-3365,miguelaj26@gmail.com,holistichealingcollective.org,,,A10-18-0000347-TEMP,,,,M10-18-0000397-TEMP,,2019-03
57502,Hi-Fidelity,CA,Berkeley,37.865706,-122.258457,hybrid,2465 Telegraph Ave,4.26923076923077,26,94704,https://weedmaps.com/dispensaries/hi-fidelity,storefront, (510) 838-2400,info@hifigreen.com,www.hifigreen.com,,,A10-18-0000338-TEMP,,,,M10-18-0000388-TEMP,,2019-03
20451,Golden Gate Holistics,CA,Pinole,38.00428,-122.29853,medical,,4.88975609756097,205,94547,https://weedmaps.com/deliveries/golden-gate-holistics,delivery,707-771-4103 ,administration@goldengateholistics.com,GoldenGateHolistics.com,,,,,,,C4092420,,2019-03
46775,KUSHAGRAM,CA,Berkeley,37.8708,-122.2729,medical,,0.0,0,94704,https://weedmaps.com/deliveries/kushagram-82,delivery,510-633-8136,kgoak@kushagram.com,kushagram.com,,C9-18-0000150-Temp,,,,,,,2019-03
48169,Emjay,CA,Oakland,37.824421,-122.274951,recreational,,5.0,4,94608,https://weedmaps.com/deliveries/emjay-1,delivery,877-365-2901,support@heyemjay.com,HeyEmjay.com,,C9-18-0000042-TEMP,,,,,,,2019-03
1514,The Green Team Cannabis Delivery,California,Berkeley,37.859844,-122.253328,hybrid,,4.83589743589744,117,94704,https://weedmaps.com/deliveries/the-green-team-cannabis-collective,delivery,510-697-1566,thegreenteam510@gmail.com,www.the-green-team.org,,C9-18-0000216-TEMP,,,,C9-18-0000216-TEMP,,,2019-03
43433,420 Super Budz,CA,Richmond,37.931916,-122.323028,medical,,4.95652173913043,23,94805,https://weedmaps.com/deliveries/420-super-budz,delivery,(510) 978-6310,420superbudz@gmail.com,,,,,,,,,,2019-03
48983,Flowsent,CA,Oakland,37.839769,-122.274077,hybrid,,5.0,5,94608,https://weedmaps.com/deliveries/flowsent-1,delivery,510-356-2716,orders@flowsent.com,flowsent.com,,C9-18-0000210-TEMP,,,,,,,2019-03
370,CRAFT Cannabis Delivery,CA,Berkeley,37.853342,-122.260043,hybrid,,4.94234234234234,222,94703,https://weedmaps.com/deliveries/craft,delivery,855-563-2738,info@bayareacraft.com,bayareacraft.org,,A9-18-0000018-TEMP,,,,A9-18-0000018-TEMP,,,2019-03
45518,Urban Bloom,California,Richmond,37.945548,-122.329851,medical,,5.0,17,94530,https://weedmaps.com/deliveries/urban-bloom,delivery,510-776-6122,urbanbloom98@gmail.com,,,,,,,,,,2019-03
46614,KUSHAGRAM,CA,Oakland,37.84734,-122.26534,hybrid,,0.0,0,94609,https://weedmaps.com/deliveries/kushagram-oak,delivery,510-633-8136,kgoak@kushagram.com,Kushagram.com,,C9-18-0000150-Temp,,,,,,,2019-03
42831,Mountain Lion Delivery,CA,Berkeley,37.858912,-122.264161,hybrid,,5.0,5,94705,https://weedmaps.com/deliveries/mountain-lion-delivery-2,delivery,(510) 878-7462,Mountainliondelivery@gmail.com,www.mountainliondelivery.com,,A9-18-0000102-TEMP ,,,,,,,2019-03
15467,Hii-Timez Delivery - Richmond,CA,Berkeley,37.93541,-122.325242,medical,,4.7272030651341,87,94706,https://weedmaps.com/deliveries/hii-timez-delivery,delivery,(510) 860-8387,hiitimezdelivery1@gmail.com,,,,,,,,,,2019-03
30373,Fly Fast Delivery - Berkeley,CA,Berkeley,37.898919,-122.309199,medical,,4.61111111111111,18,94530,https://weedmaps.com/deliveries/fly-fast-delivery-berkeley,delivery,(510) 776-2965,flyfast2017@gmail.com,,,,,,,,,,2019-03
46787,KUSHAGRAM,CA,Berkeley,37.861769,-122.284139,hybrid,,5.0,1,94702,https://weedmaps.com/deliveries/kushagram-85,delivery,510-633-8136,kgoak@kushagram.com,kushagram.com,,C9-18-0000150-Temp,,,,,,,2019-03
17464,Smoakland - Oakland,CA,Oakland,37.843961,-122.247973,recreational,,4.6068669527897,233,94601,https://weedmaps.com/deliveries/smoakland-oakland,delivery,510-513-9570,register@smoakland.com,www.smoakland.com,,#: C9-18-0000095-TEMP,,,,,,,2019-03
42769,Vendor2U,CA,Oakland,37.833213,-122.253193,hybrid,,4.76190476190476,21,94611,https://weedmaps.com/deliveries/vendor2u-2,delivery,510-328-9030,vendortoyou@gmail.com,Vendor2u.net,,a11-18-0000261-temp,,,,,,,2019-03
14257,ZENGANIC,CA,Berkeley,37.863099,-122.290182,hybrid,,5.0,1,94702,https://weedmaps.com/deliveries/east-bay-meds-2,delivery,(925)421-5894,info@zenganic.us,www.zenganic.us,,,,,,,,C12-18-0000209-TEMP,2019-03
33364,Golden State Canna,CA,Oakland,37.837389,-122.250771,hybrid,,4.96666666666667,90,94618,https://weedmaps.com/deliveries/golden-state-canna,delivery,5104993681,goldenstatecann@gmail.com,,,A9-18-0000047,,,,M9-18-0000053,,,2019-03
23016,Herbi,CA,Berkeley,37.868494,-122.267968,hybrid,,4.84938271604938,243,94704,https://weedmaps.com/deliveries/herbi,delivery,844-464-3724,support@herbi.com,www.herbi.com,,C9-18-0000063-TEMP,,,,,,,2019-03
33821,Love Delivery - Berkeley,CA,Berkeley,37.86627,-122.25279,medical,,4.63047619047619,210,94701,https://weedmaps.com/deliveries/love-delivery-4,delivery,925-270-2449,lovedelivery916@gmail.com,,,,,,,,,,2019-03
33820,Love Delivery - Richmond,CA,Pinole,37.991765,-122.300162,medical,,4.62673796791444,187,94564,https://weedmaps.com/deliveries/love-delivery-3,delivery,925-270-2449,lovedelivery916@gmail.com,,,,,,,,,,2019-03
34340,Golden State Canna,CA,Berkeley,37.867292,-122.263564,medical,,4.92121212121212,33,94720,https://weedmaps.com/deliveries/biomass-gardens-4,delivery,5104993681,goldenstatecann@gmail.com,,,,,,,,A9-18-0000047-TEMP,,2019-03
16430,Buzz Delivery,Ca,Emeryville,37.833714,-122.273058,hybrid,,4.99166666666667,24,94608,https://weedmaps.com/deliveries/buzz-delivery-7,delivery,(415) 855-5990,info@buzzdelivery.org,www.buzzdelivery.org/,,C9-18-0000123-TEMP,,,,C9-18-0000123-TEMP,,,2019-03
30640,Green Hooks Collective,CA,Berkeley,37.855254,-122.277656,medical,,5.0,22,94701,https://weedmaps.com/deliveries/green-hooks-collective,delivery,(510) 833-0761,Information@greenhookscollective.com,,,,,,,,,,2019-03
18432,Smoakland - Berkeley,CA,Albany,37.886927,-122.296877,recreational,,4.71162790697674,43,94706,https://weedmaps.com/deliveries/smoakland-albany,delivery,510-513-9570,register@smoakland.com,www.cannabicarecollective.com,,C9-18-0000095-TEMP,,,,,,,2019-03
34233,Fresh Mint - Berkeley,CA,Berkeley,37.877131,-122.298279,medical,,4.70967741935484,31,94710,https://weedmaps.com/deliveries/fresh-mint-md,delivery,5106925365,freshmintcollective@gmail.com,www.freshmintmd.com,,A9-18-0000094-TEMP,,,,,135440080,,2019-03
15334,Buzz Delivery,CA,Berkeley,37.874878,-122.282351,hybrid,,4.86,20,94705,https://weedmaps.com/deliveries/buzz-delivery-2,delivery,(415) 855-5990 ,info@buzzdelivery.org,www.buzzdelivery.org/,,,C9-18-0000123-TEMP,,,C9-18-0000123-TEMP,,,2019-03
7668,INDIKA,CA,Berkeley,37.871698,-122.292966,recreational,,5.0,14,94702,https://weedmaps.com/deliveries/indika-mcc-2,delivery,(415) 988-0263,indikamcc@gmail.com,indikamcc.com,,A9-18-0000027-TEMP,,,,,,,2019-03
31759,Smoakland - Hercules,CA,Hercules,38.009465,-122.271206,recreational,,4.45098039215686,51,94547,https://weedmaps.com/deliveries/smoakland-hercules,delivery,(510)513-9570,register@smoakland.com,www.smoakland.com,,C9-18-0000095-TEMP,,,,,,,2019-03
63,Green Line Delivery,Ca,Berkeley,37.849104,-122.29526,medical,,4.33015873015873,63,94704,https://weedmaps.com/deliveries/green-line-delivery,delivery,5103558661,greenlinepatientcenter@gmail.com,greenlinecollective.com/,,,,,,,,,2019-03
3840,Positive Vibes Collective,CA,San Pablo,37.95873,-122.340256,medical,,4.28529411764706,68,94806,https://weedmaps.com/deliveries/positive-vibes-collective,delivery,5103557508,mp3tequila@gmail.com,,,,,,,,,,2019-03
27804,Urban Flavours Delivery - Berkeley,CA,Berkeley,37.853994,-122.245303,hybrid,,4.28125,32,94705,https://weedmaps.com/deliveries/urban-flavours-delivery-4,delivery,(855) 226-3444,urbanflavoursdelivery@gmail.com,www.urbanflavoursdelivery.com,,A9-18-0000060,,,,M9-18-0000065-TEMP,,,2019-03
29681,QualiCanna,CA,Berkeley,37.847813,-122.278269,hybrid,,4.74545454545455,11,94703,https://weedmaps.com/deliveries/qualicanna,delivery,510-415-0060,qualicanna@gmail.com,www.qualicanna.com,,M9-18-0000025-TEMP,,,,M9-18-0000025-TEMP,,,2019-03
35625,Cali Xpress,CA,Richmond,37.985875,-122.335175,hybrid,,3.83673469387755,49,94806,https://weedmaps.com/deliveries/cali-xpress-richmond-hercules,delivery,415-295-6999,99oz@calixpress.org,www.calixpress.com,,C9-18-0000026-TEMP,,,,C9-18-0000026-TEMP,,,2019-03
